disease,year,month,state,count
Influenza (laboratory confirmed),2018,9,TAS,78
Influenza (laboratory confirmed),2018,10,TAS,85
Influenza (laboratory confirmed),2018,11,TAS,71
Influenza (laboratory confirmed),2018,12,TAS,36
Influenza (laboratory confirmed),2019,1,TAS,54
Influenza (laboratory confirmed),2019,2,TAS,62
Influenza (laboratory confirmed),2019,3,TAS,177
Influenza (laboratory confirmed),2019,4,TAS,352
Influenza (laboratory confirmed),2019,5,TAS,353
Influenza (laboratory confirmed),2019,6,TAS,381
Influenza (laboratory confirmed),2019,7,TAS,490
Influenza (laboratory confirmed),2019,8,TAS,616
Influenza (laboratory confirmed),2019,9,TAS,350
Influenza (laboratory confirmed),2019,10,TAS,150
Influenza (laboratory confirmed),2019,11,TAS,99
Influenza (laboratory confirmed),2019,12,TAS,48
Influenza (laboratory confirmed),2020,1,TAS,67
Influenza (laboratory confirmed),2020,2,TAS,50
Influenza (laboratory confirmed),2020,3,TAS,37
Influenza (laboratory confirmed),2020,4,TAS,2
Influenza (laboratory confirmed),2020,5,TAS,8
Influenza (laboratory confirmed),2020,6,TAS,2
Influenza (laboratory confirmed),2020,7,TAS,2
Influenza (laboratory confirmed),2020,8,TAS,1
Influenza (laboratory confirmed),2020,10,TAS,2
Influenza (laboratory confirmed),2020,11,TAS,2
Influenza (laboratory confirmed),2020,12,TAS,2
Influenza (laboratory confirmed),2021,1,TAS,5
Influenza (laboratory confirmed),2021,3,TAS,2
Influenza (laboratory confirmed),2021,4,TAS,3
Influenza (laboratory confirmed),2021,5,TAS,4
Influenza (laboratory confirmed),2021,6,TAS,5
Influenza (laboratory confirmed),2021,7,TAS,8
Influenza (laboratory confirmed),2021,8,TAS,4
Influenza (laboratory confirmed),2021,9,TAS,5
Influenza (laboratory confirmed),2021,10,TAS,2
Influenza (laboratory confirmed),2021,11,TAS,2
Influenza (laboratory confirmed),2022,3,TAS,4
Influenza (laboratory confirmed),2022,4,TAS,15
Influenza (laboratory confirmed),2022,5,TAS,197
Influenza (laboratory confirmed),2022,6,TAS,1418
Influenza (laboratory confirmed),2022,7,TAS,1049
Influenza (laboratory confirmed),2022,8,TAS,123
Influenza (laboratory confirmed),2022,9,TAS,66
Influenza (laboratory confirmed),2022,10,TAS,31
Influenza (laboratory confirmed),2022,11,TAS,22
Influenza (laboratory confirmed),2022,12,TAS,56
Influenza (laboratory confirmed),2023,1,TAS,18
Influenza (laboratory confirmed),2023,2,TAS,24
Influenza (laboratory confirmed),2023,3,TAS,75
Influenza (laboratory confirmed),2023,4,TAS,138
Influenza (laboratory confirmed),2023,5,TAS,217
Influenza (laboratory confirmed),2023,6,TAS,1031
Influenza (laboratory confirmed),2023,7,TAS,1014
Influenza (laboratory confirmed),2023,8,TAS,313
Influenza (laboratory confirmed),2023,9,TAS,271
Influenza (laboratory confirmed),2023,10,TAS,139
Influenza (laboratory confirmed),2023,11,TAS,133
Influenza (laboratory confirmed),2023,12,TAS,184
Influenza (laboratory confirmed),2024,1,TAS,89
Influenza (laboratory confirmed),2024,2,TAS,51
Influenza (laboratory confirmed),2024,3,TAS,95
Influenza (laboratory confirmed),2024,4,TAS,147
Influenza (laboratory confirmed),2024,5,TAS,240
Influenza (laboratory confirmed),2024,6,TAS,397
Influenza (laboratory confirmed),2024,7,TAS,1271
Influenza (laboratory confirmed),2024,8,TAS,1055
Influenza (laboratory confirmed),2024,9,TAS,286
Influenza (laboratory confirmed),2024,10,TAS,177
Influenza (laboratory confirmed),2024,11,TAS,148
Influenza (laboratory confirmed),2024,12,TAS,96
Influenza (laboratory confirmed),2025,1,TAS,15
Influenza (laboratory confirmed),2008,1,VIC,10
Influenza (laboratory confirmed),2008,2,VIC,7
Influenza (laboratory confirmed),2008,3,VIC,10
Influenza (laboratory confirmed),2008,4,VIC,25
Influenza (laboratory confirmed),2008,5,VIC,23
Influenza (laboratory confirmed),2008,6,VIC,28
Influenza (laboratory confirmed),2008,7,VIC,77
Influenza (laboratory confirmed),2008,8,VIC,430
Influenza (laboratory confirmed),2008,9,VIC,452
Influenza (laboratory confirmed),2008,10,VIC,188
Influenza (laboratory confirmed),2008,11,VIC,32
Influenza (laboratory confirmed),2008,12,VIC,18
Influenza (laboratory confirmed),2009,1,VIC,10
Influenza (laboratory confirmed),2009,2,VIC,10
Influenza (laboratory confirmed),2009,3,VIC,11
Influenza (laboratory confirmed),2009,4,VIC,12
Influenza (laboratory confirmed),2009,5,VIC,1093
Influenza (laboratory confirmed),2009,6,VIC,3555
Influenza (laboratory confirmed),2009,7,VIC,1814
Influenza (laboratory confirmed),2009,8,VIC,387
Influenza (laboratory confirmed),2009,9,VIC,73
Influenza (laboratory confirmed),2009,10,VIC,33
Influenza (laboratory confirmed),2009,11,VIC,24
Influenza (laboratory confirmed),2009,12,VIC,14
Influenza (laboratory confirmed),2010,1,VIC,19
Influenza (laboratory confirmed),2010,2,VIC,26
Influenza (laboratory confirmed),2010,3,VIC,18
Influenza (laboratory confirmed),2010,4,VIC,39
Influenza (laboratory confirmed),2010,5,VIC,39
Influenza (laboratory confirmed),2010,6,VIC,57
Influenza (laboratory confirmed),2010,7,VIC,167
Influenza (laboratory confirmed),2010,8,VIC,516
Influenza (laboratory confirmed),2010,9,VIC,769
Influenza (laboratory confirmed),2010,10,VIC,268
Influenza (laboratory confirmed),2010,11,VIC,55
Influenza (laboratory confirmed),2010,12,VIC,114
Influenza (laboratory confirmed),2011,1,VIC,115
Influenza (laboratory confirmed),2011,2,VIC,118
Influenza (laboratory confirmed),2011,3,VIC,90
Influenza (laboratory confirmed),2011,4,VIC,89
Influenza (laboratory confirmed),2011,5,VIC,106
Influenza (laboratory confirmed),2011,6,VIC,118
Influenza (laboratory confirmed),2011,7,VIC,326
Influenza (laboratory confirmed),2011,8,VIC,662
Influenza (laboratory confirmed),2011,9,VIC,988
Influenza (laboratory confirmed),2011,10,VIC,364
Influenza (laboratory confirmed),2011,11,VIC,139
Influenza (laboratory confirmed),2011,12,VIC,96
Influenza (laboratory confirmed),2012,1,VIC,51
Influenza (laboratory confirmed),2012,2,VIC,33
Influenza (laboratory confirmed),2012,3,VIC,102
Influenza (laboratory confirmed),2012,4,VIC,88
Influenza (laboratory confirmed),2012,5,VIC,98
Influenza (laboratory confirmed),2012,6,VIC,584
Influenza (laboratory confirmed),2012,7,VIC,1633
Influenza (laboratory confirmed),2012,8,VIC,1960
Influenza (laboratory confirmed),2012,9,VIC,871
Influenza (laboratory confirmed),2012,10,VIC,260
Influenza (laboratory confirmed),2012,11,VIC,206
Influenza (laboratory confirmed),2012,12,VIC,98
Influenza (laboratory confirmed),2013,1,VIC,120
Influenza (laboratory confirmed),2013,2,VIC,120
Influenza (laboratory confirmed),2013,3,VIC,93
Influenza (laboratory confirmed),2013,4,VIC,67
Influenza (laboratory confirmed),2013,5,VIC,172
Influenza (laboratory confirmed),2013,6,VIC,237
Influenza (laboratory confirmed),2013,7,VIC,641
Influenza (laboratory confirmed),2013,8,VIC,1854
Influenza (laboratory confirmed),2013,9,VIC,1301
Influenza (laboratory confirmed),2013,10,VIC,516
Influenza (laboratory confirmed),2013,11,VIC,437
Influenza (laboratory confirmed),2013,12,VIC,267
Influenza (laboratory confirmed),2014,1,VIC,283
Influenza (laboratory confirmed),2014,2,VIC,147
Influenza (laboratory confirmed),2014,3,VIC,159
Influenza (laboratory confirmed),2014,4,VIC,123
Influenza (laboratory confirmed),2014,5,VIC,301
Influenza (laboratory confirmed),2014,6,VIC,410
Influenza (laboratory confirmed),2014,7,VIC,931
Influenza (laboratory confirmed),2014,8,VIC,3549
Influenza (laboratory confirmed),2014,9,VIC,2674
Influenza (laboratory confirmed),2014,10,VIC,902
Influenza (laboratory confirmed),2014,11,VIC,224
Influenza (laboratory confirmed),2014,12,VIC,179
Influenza (laboratory confirmed),2015,1,VIC,186
Influenza (laboratory confirmed),2015,2,VIC,185
Influenza (laboratory confirmed),2015,3,VIC,260
Influenza (laboratory confirmed),2015,4,VIC,363
Influenza (laboratory confirmed),2015,5,VIC,497
Influenza (laboratory confirmed),2015,6,VIC,865
Influenza (laboratory confirmed),2015,7,VIC,2923
Influenza (laboratory confirmed),2015,8,VIC,6073
Influenza (laboratory confirmed),2015,9,VIC,4727
Influenza (laboratory confirmed),2015,10,VIC,998
Influenza (laboratory confirmed),2015,11,VIC,139
Influenza (laboratory confirmed),2015,12,VIC,78
Influenza (laboratory confirmed),2016,1,VIC,153
Influenza (laboratory confirmed),2016,2,VIC,190
Influenza (laboratory confirmed),2016,3,VIC,289
Influenza (laboratory confirmed),2016,4,VIC,445
Influenza (laboratory confirmed),2016,5,VIC,252
Influenza (laboratory confirmed),2016,6,VIC,324
Influenza (laboratory confirmed),2016,7,VIC,1076
Influenza (laboratory confirmed),2016,8,VIC,3027
Influenza (laboratory confirmed),2016,9,VIC,4534
Influenza (laboratory confirmed),2016,10,VIC,1383
Influenza (laboratory confirmed),2016,11,VIC,692
Influenza (laboratory confirmed),2016,12,VIC,573
Influenza (laboratory confirmed),2017,1,VIC,386
Influenza (laboratory confirmed),2017,2,VIC,315
Influenza (laboratory confirmed),2017,3,VIC,369
Influenza (laboratory confirmed),2017,4,VIC,288
Influenza (laboratory confirmed),2017,5,VIC,491
Influenza (laboratory confirmed),2017,6,VIC,1390
Influenza (laboratory confirmed),2017,7,VIC,5241
Influenza (laboratory confirmed),2017,8,VIC,13977
Influenza (laboratory confirmed),2017,9,VIC,21044
Influenza (laboratory confirmed),2017,10,VIC,3900
Influenza (laboratory confirmed),2017,11,VIC,574
Influenza (laboratory confirmed),2017,12,VIC,236
Influenza (laboratory confirmed),2018,1,VIC,559
Influenza (laboratory confirmed),2018,2,VIC,536
Influenza (laboratory confirmed),2018,3,VIC,527
Influenza (laboratory confirmed),2018,4,VIC,368
Influenza (laboratory confirmed),2018,5,VIC,302
Influenza (laboratory confirmed),2018,6,VIC,291
Influenza (laboratory confirmed),2018,7,VIC,419
Influenza (laboratory confirmed),2018,8,VIC,1140
Influenza (laboratory confirmed),2018,9,VIC,2253
Influenza (laboratory confirmed),2018,10,VIC,2152
Influenza (laboratory confirmed),2018,11,VIC,1805
Influenza (laboratory confirmed),2018,12,VIC,1334
Influenza (laboratory confirmed),2019,1,VIC,1269
Influenza (laboratory confirmed),2019,2,VIC,1152
Influenza (laboratory confirmed),2019,3,VIC,2330
Influenza (laboratory confirmed),2019,4,VIC,3788
Influenza (laboratory confirmed),2019,5,VIC,8371
Influenza (laboratory confirmed),2019,6,VIC,11354
Influenza (laboratory confirmed),2019,7,VIC,13668
Influenza (laboratory confirmed),2019,8,VIC,13505
Influenza (laboratory confirmed),2019,9,VIC,8534
Influenza (laboratory confirmed),2019,10,VIC,3026
Influenza (laboratory confirmed),2019,11,VIC,1288
Influenza (laboratory confirmed),2019,12,VIC,1207
Influenza (laboratory confirmed),2020,1,VIC,1813
Influenza (laboratory confirmed),2020,2,VIC,1446
Influenza (laboratory confirmed),2020,3,VIC,1218
Influenza (laboratory confirmed),2020,4,VIC,83
Influenza (laboratory confirmed),2020,5,VIC,66
Influenza (laboratory confirmed),2020,6,VIC,64
Influenza (laboratory confirmed),2020,7,VIC,83
Influenza (laboratory confirmed),2020,8,VIC,35
Influenza (laboratory confirmed),2020,9,VIC,5
Influenza (laboratory confirmed),2020,10,VIC,8
Influenza (laboratory confirmed),2020,11,VIC,10
Influenza (laboratory confirmed),2020,12,VIC,17
Influenza (laboratory confirmed),2021,1,VIC,16
Influenza (laboratory confirmed),2021,2,VIC,14
Influenza (laboratory confirmed),2021,3,VIC,12
Influenza (laboratory confirmed),2021,4,VIC,16
Influenza (laboratory confirmed),2021,5,VIC,1
Influenza (laboratory confirmed),2021,6,VIC,7
Influenza (laboratory confirmed),2021,7,VIC,6
Influenza (laboratory confirmed),2021,8,VIC,4
Influenza (laboratory confirmed),2021,9,VIC,3
Influenza (laboratory confirmed),2021,10,VIC,4
Influenza (laboratory confirmed),2021,11,VIC,3
Influenza (laboratory confirmed),2021,12,VIC,26
Influenza (laboratory confirmed),2022,1,VIC,14
Influenza (laboratory confirmed),2022,2,VIC,4
Influenza (laboratory confirmed),2022,3,VIC,56
Influenza (laboratory confirmed),2022,4,VIC,1700
Influenza (laboratory confirmed),2022,5,VIC,16040
Influenza (laboratory confirmed),2022,6,VIC,14755
Influenza (laboratory confirmed),2022,7,VIC,2070
Influenza (laboratory confirmed),2022,8,VIC,315
Influenza (laboratory confirmed),2022,9,VIC,258
Influenza (laboratory confirmed),2022,10,VIC,241
Influenza (laboratory confirmed),2022,11,VIC,268
Influenza (laboratory confirmed),2022,12,VIC,865
Influenza (laboratory confirmed),2023,1,VIC,630
Influenza (laboratory confirmed),2023,2,VIC,891
Influenza (laboratory confirmed),2023,3,VIC,2050
Influenza (laboratory confirmed),2023,4,VIC,2640
Influenza (laboratory confirmed),2023,5,VIC,4333
Influenza (laboratory confirmed),2023,6,VIC,12828
Influenza (laboratory confirmed),2023,7,VIC,7554
Influenza (laboratory confirmed),2023,8,VIC,7590
Influenza (laboratory confirmed),2023,9,VIC,6972
Influenza (laboratory confirmed),2023,10,VIC,3333
Influenza (laboratory confirmed),2023,11,VIC,2918
Influenza (laboratory confirmed),2023,12,VIC,4319
Influenza (laboratory confirmed),2024,1,VIC,1839
Influenza (laboratory confirmed),2024,2,VIC,1546
Influenza (laboratory confirmed),2024,3,VIC,2117
Influenza (laboratory confirmed),2024,4,VIC,1928
Influenza (laboratory confirmed),2024,5,VIC,7129
Influenza (laboratory confirmed),2024,6,VIC,12830
Influenza (laboratory confirmed),2024,7,VIC,17726
Influenza (laboratory confirmed),2024,8,VIC,16974
Influenza (laboratory confirmed),2024,9,VIC,4230
Influenza (laboratory confirmed),2024,10,VIC,1624
Influenza (laboratory confirmed),2024,11,VIC,2168
Influenza (laboratory confirmed),2024,12,VIC,1880
Influenza (laboratory confirmed),2025,1,VIC,301
Influenza (laboratory confirmed),2008,1,WA,23
Influenza (laboratory confirmed),2008,2,WA,13
Influenza (laboratory confirmed),2008,3,WA,20
Influenza (laboratory confirmed),2008,4,WA,18
Influenza (laboratory confirmed),2008,5,WA,34
Influenza (laboratory confirmed),2008,6,WA,30
Influenza (laboratory confirmed),2008,7,WA,43
Influenza (laboratory confirmed),2008,8,WA,209
Influenza (laboratory confirmed),2008,9,WA,435
Influenza (laboratory confirmed),2008,10,WA,141
Influenza (laboratory confirmed),2008,11,WA,29
Influenza (laboratory confirmed),2008,12,WA,24
Influenza (laboratory confirmed),2009,1,WA,26
Influenza (laboratory confirmed),2009,2,WA,14
Influenza (laboratory confirmed),2009,3,WA,19
Influenza (laboratory confirmed),2009,4,WA,18
Influenza (laboratory confirmed),2009,5,WA,83
Influenza (laboratory confirmed),2009,6,WA,441
Influenza (laboratory confirmed),2009,7,WA,2634
Influenza (laboratory confirmed),2009,8,WA,1820
Influenza (laboratory confirmed),2009,9,WA,316
Influenza (laboratory confirmed),2009,10,WA,96
Influenza (laboratory confirmed),2009,11,WA,31
Influenza (laboratory confirmed),2009,12,WA,23
Influenza (laboratory confirmed),2010,1,WA,15
Influenza (laboratory confirmed),2010,2,WA,12
Influenza (laboratory confirmed),2010,3,WA,18
Influenza (laboratory confirmed),2010,4,WA,26
Influenza (laboratory confirmed),2010,5,WA,25
Influenza (laboratory confirmed),2010,6,WA,37
Influenza (laboratory confirmed),2010,7,WA,122
Influenza (laboratory confirmed),2010,8,WA,293
Influenza (laboratory confirmed),2010,9,WA,455
Influenza (laboratory confirmed),2010,10,WA,419
Influenza (laboratory confirmed),2010,11,WA,107
Influenza (laboratory confirmed),2010,12,WA,99
Influenza (laboratory confirmed),2011,1,WA,62
Influenza (laboratory confirmed),2011,2,WA,63
Influenza (laboratory confirmed),2011,3,WA,44
Influenza (laboratory confirmed),2011,4,WA,33
Influenza (laboratory confirmed),2011,5,WA,24
Influenza (laboratory confirmed),2011,6,WA,55
Influenza (laboratory confirmed),2011,7,WA,232
Influenza (laboratory confirmed),2011,8,WA,410
Influenza (laboratory confirmed),2011,9,WA,490
Influenza (laboratory confirmed),2011,10,WA,223
Influenza (laboratory confirmed),2011,11,WA,117
Influenza (laboratory confirmed),2011,12,WA,109
Influenza (laboratory confirmed),2012,1,WA,61
Influenza (laboratory confirmed),2012,2,WA,65
Influenza (laboratory confirmed),2012,3,WA,140
Influenza (laboratory confirmed),2012,4,WA,87
Influenza (laboratory confirmed),2012,5,WA,120
Influenza (laboratory confirmed),2012,6,WA,467
Influenza (laboratory confirmed),2012,7,WA,1730
Influenza (laboratory confirmed),2012,8,WA,1918
Influenza (laboratory confirmed),2012,9,WA,421
Influenza (laboratory confirmed),2012,10,WA,95
Influenza (laboratory confirmed),2012,11,WA,89
Influenza (laboratory confirmed),2012,12,WA,40
Influenza (laboratory confirmed),2013,1,WA,73
Influenza (laboratory confirmed),2013,2,WA,75
Influenza (laboratory confirmed),2013,3,WA,141
Influenza (laboratory confirmed),2013,4,WA,70
Influenza (laboratory confirmed),2013,5,WA,75
Influenza (laboratory confirmed),2013,6,WA,66
Influenza (laboratory confirmed),2013,7,WA,187
Influenza (laboratory confirmed),2013,8,WA,542
Influenza (laboratory confirmed),2013,9,WA,530
Influenza (laboratory confirmed),2013,10,WA,325
Influenza (laboratory confirmed),2013,11,WA,217
Influenza (laboratory confirmed),2013,12,WA,91
Influenza (laboratory confirmed),2014,1,WA,140
Influenza (laboratory confirmed),2014,2,WA,119
Influenza (laboratory confirmed),2014,3,WA,121
Influenza (laboratory confirmed),2014,4,WA,131
Influenza (laboratory confirmed),2014,5,WA,141
Influenza (laboratory confirmed),2014,6,WA,176
Influenza (laboratory confirmed),2014,7,WA,746
Influenza (laboratory confirmed),2014,8,WA,1906
Influenza (laboratory confirmed),2014,9,WA,1090
Influenza (laboratory confirmed),2014,10,WA,423
Influenza (laboratory confirmed),2014,11,WA,141
Influenza (laboratory confirmed),2014,12,WA,109
Influenza (laboratory confirmed),2015,1,WA,173
Influenza (laboratory confirmed),2015,2,WA,167
Influenza (laboratory confirmed),2015,3,WA,168
Influenza (laboratory confirmed),2015,4,WA,206
Influenza (laboratory confirmed),2015,5,WA,357
Influenza (laboratory confirmed),2015,6,WA,505
Influenza (laboratory confirmed),2015,7,WA,1117
Influenza (laboratory confirmed),2015,8,WA,1252
Influenza (laboratory confirmed),2015,9,WA,1230
Influenza (laboratory confirmed),2015,10,WA,585
Influenza (laboratory confirmed),2015,11,WA,111
Influenza (laboratory confirmed),2015,12,WA,125
Influenza (laboratory confirmed),2016,1,WA,131
Influenza (laboratory confirmed),2016,2,WA,174
Influenza (laboratory confirmed),2016,3,WA,200
Influenza (laboratory confirmed),2016,4,WA,189
Influenza (laboratory confirmed),2016,5,WA,235
Influenza (laboratory confirmed),2016,6,WA,269
Influenza (laboratory confirmed),2016,7,WA,929
Influenza (laboratory confirmed),2016,8,WA,2042
Influenza (laboratory confirmed),2016,9,WA,2680
Influenza (laboratory confirmed),2016,10,WA,628
Influenza (laboratory confirmed),2016,11,WA,215
Influenza (laboratory confirmed),2016,12,WA,153
Influenza (laboratory confirmed),2017,1,WA,135
Influenza (laboratory confirmed),2017,2,WA,125
Influenza (laboratory confirmed),2017,3,WA,155
Influenza (laboratory confirmed),2017,4,WA,96
Influenza (laboratory confirmed),2017,5,WA,140
Influenza (laboratory confirmed),2017,6,WA,288
Influenza (laboratory confirmed),2017,7,WA,528
Influenza (laboratory confirmed),2017,8,WA,1030
Influenza (laboratory confirmed),2017,9,WA,2029
Influenza (laboratory confirmed),2017,10,WA,833
Influenza (laboratory confirmed),2017,11,WA,377
Influenza (laboratory confirmed),2017,12,WA,275
Influenza (laboratory confirmed),2018,1,WA,223
Influenza (laboratory confirmed),2018,2,WA,349
Influenza (laboratory confirmed),2018,3,WA,286
Influenza (laboratory confirmed),2018,4,WA,156
Influenza (laboratory confirmed),2018,5,WA,190
Influenza (laboratory confirmed),2018,6,WA,474
Influenza (laboratory confirmed),2018,7,WA,687
Influenza (laboratory confirmed),2018,8,WA,990
Influenza (laboratory confirmed),2018,9,WA,1100
Influenza (laboratory confirmed),2018,10,WA,624
Influenza (laboratory confirmed),2018,11,WA,398
Influenza (laboratory confirmed),2018,12,WA,364
Influenza (laboratory confirmed),2019,1,WA,530
Influenza (laboratory confirmed),2019,2,WA,496
Influenza (laboratory confirmed),2019,3,WA,503
Influenza (laboratory confirmed),2019,4,WA,497
Influenza (laboratory confirmed),2019,5,WA,3692
Influenza (laboratory confirmed),2019,6,WA,10132
Influenza (laboratory confirmed),2019,7,WA,5095
Influenza (laboratory confirmed),2019,8,WA,1246
Influenza (laboratory confirmed),2019,9,WA,407
Influenza (laboratory confirmed),2019,10,WA,196
Influenza (laboratory confirmed),2019,11,WA,218
Influenza (laboratory confirmed),2019,12,WA,221
Influenza (laboratory confirmed),2020,1,WA,537
Influenza (laboratory confirmed),2020,2,WA,377
Influenza (laboratory confirmed),2020,3,WA,220
Influenza (laboratory confirmed),2020,4,WA,31
Influenza (laboratory confirmed),2020,5,WA,23
Influenza (laboratory confirmed),2020,6,WA,19
Influenza (laboratory confirmed),2020,7,WA,14
Influenza (laboratory confirmed),2020,8,WA,6
Influenza (laboratory confirmed),2020,9,WA,2
Influenza (laboratory confirmed),2020,10,WA,3
Influenza (laboratory confirmed),2020,11,WA,6
Influenza (laboratory confirmed),2020,12,WA,10
Influenza (laboratory confirmed),2021,1,WA,5
Influenza (laboratory confirmed),2021,2,WA,4
Influenza (laboratory confirmed),2021,4,WA,3
Influenza (laboratory confirmed),2021,5,WA,7
Influenza (laboratory confirmed),2021,6,WA,5
Influenza (laboratory confirmed),2021,7,WA,4
Influenza (laboratory confirmed),2021,8,WA,3
Influenza (laboratory confirmed),2021,10,WA,3
Influenza (laboratory confirmed),2021,11,WA,4
Influenza (laboratory confirmed),2021,12,WA,4
Influenza (laboratory confirmed),2022,1,WA,4
Influenza (laboratory confirmed),2022,2,WA,7
Influenza (laboratory confirmed),2022,3,WA,6
Influenza (laboratory confirmed),2022,4,WA,21
Influenza (laboratory confirmed),2022,5,WA,333
Influenza (laboratory confirmed),2022,6,WA,2805
Influenza (laboratory confirmed),2022,7,WA,7389
Influenza (laboratory confirmed),2022,8,WA,1767
Influenza (laboratory confirmed),2022,9,WA,655
Influenza (laboratory confirmed),2022,10,WA,322
Influenza (laboratory confirmed),2022,11,WA,311
Influenza (laboratory confirmed),2022,12,WA,439
Influenza (laboratory confirmed),2023,1,WA,308
Influenza (laboratory confirmed),2023,2,WA,469
Influenza (laboratory confirmed),2023,3,WA,790
Influenza (laboratory confirmed),2023,4,WA,1076
Influenza (laboratory confirmed),2023,5,WA,2344
Influenza (laboratory confirmed),2023,6,WA,7330
Influenza (laboratory confirmed),2023,7,WA,3424
Influenza (laboratory confirmed),2023,8,WA,1939
Influenza (laboratory confirmed),2023,9,WA,1417
Influenza (laboratory confirmed),2023,10,WA,565
Influenza (laboratory confirmed),2023,11,WA,683
Influenza (laboratory confirmed),2023,12,WA,830
Influenza (laboratory confirmed),2024,1,WA,493
Influenza (laboratory confirmed),2024,2,WA,493
Influenza (laboratory confirmed),2024,3,WA,776
Influenza (laboratory confirmed),2024,4,WA,505
Influenza (laboratory confirmed),2024,5,WA,966
Influenza (laboratory confirmed),2024,6,WA,1336
Influenza (laboratory confirmed),2024,7,WA,3311
Influenza (laboratory confirmed),2024,8,WA,5233
Influenza (laboratory confirmed),2024,9,WA,2052
Influenza (laboratory confirmed),2024,10,WA,816
Influenza (laboratory confirmed),2024,11,WA,578
Influenza (laboratory confirmed),2024,12,WA,484
Influenza (laboratory confirmed),2025,1,WA,88
Meningococcal disease (invasive),2009,1,NSW,10
Meningococcal disease (invasive),2009,2,NSW,2
Meningococcal disease (invasive),2009,3,NSW,4
Meningococcal disease (invasive),2009,4,NSW,10
Meningococcal disease (invasive),2009,5,NSW,4
Meningococcal disease (invasive),2009,6,NSW,12
Meningococcal disease (invasive),2009,7,NSW,15
Meningococcal disease (invasive),2009,8,NSW,11
Meningococcal disease (invasive),2009,9,NSW,6
Meningococcal disease (invasive),2009,10,NSW,6
Meningococcal disease (invasive),2009,11,NSW,8
Meningococcal disease (invasive),2009,12,NSW,4
Meningococcal disease (invasive),2010,1,NSW,8
Meningococcal disease (invasive),2010,2,NSW,4
Meningococcal disease (invasive),2010,3,NSW,5
Meningococcal disease (invasive),2010,4,NSW,5
Meningococcal disease (invasive),2010,5,NSW,5
Meningococcal disease (invasive),2010,6,NSW,3
Meningococcal disease (invasive),2010,7,NSW,5
Meningococcal disease (invasive),2010,8,NSW,11
Meningococcal disease (invasive),2010,9,NSW,7
Meningococcal disease (invasive),2010,10,NSW,11
Meningococcal disease (invasive),2010,11,NSW,5
Meningococcal disease (invasive),2010,12,NSW,4
Meningococcal disease (invasive),2011,1,NSW,6
Meningococcal disease (invasive),2011,2,NSW,6
Meningococcal disease (invasive),2011,3,NSW,9
Meningococcal disease (invasive),2011,4,NSW,3
Meningococcal disease (invasive),2011,5,NSW,3
Meningococcal disease (invasive),2011,6,NSW,7
Meningococcal disease (invasive),2011,7,NSW,7
Meningococcal disease (invasive),2011,8,NSW,6
Meningococcal disease (invasive),2011,9,NSW,8
Meningococcal disease (invasive),2011,10,NSW,7
Meningococcal disease (invasive),2011,11,NSW,6
Meningococcal disease (invasive),2011,12,NSW,3
Meningococcal disease (invasive),2012,1,NSW,1
Meningococcal disease (invasive),2012,2,NSW,2
Meningococcal disease (invasive),2012,3,NSW,3
Meningococcal disease (invasive),2012,4,NSW,10
Meningococcal disease (invasive),2012,5,NSW,5
Meningococcal disease (invasive),2012,6,NSW,7
Meningococcal disease (invasive),2012,7,NSW,13
Meningococcal disease (invasive),2012,8,NSW,7
Meningococcal disease (invasive),2012,9,NSW,7
Meningococcal disease (invasive),2012,10,NSW,4
Meningococcal disease (invasive),2012,11,NSW,3
Meningococcal disease (invasive),2012,12,NSW,3
Meningococcal disease (invasive),2013,1,NSW,4
Meningococcal disease (invasive),2013,3,NSW,4
Meningococcal disease (invasive),2013,4,NSW,3
Meningococcal disease (invasive),2013,5,NSW,1
Meningococcal disease (invasive),2013,6,NSW,2
Meningococcal disease (invasive),2013,7,NSW,4
Meningococcal disease (invasive),2013,8,NSW,9
Meningococcal disease (invasive),2013,9,NSW,5
Meningococcal disease (invasive),2013,10,NSW,6
Meningococcal disease (invasive),2013,11,NSW,7
Meningococcal disease (invasive),2013,12,NSW,1
Meningococcal disease (invasive),2014,1,NSW,1
Meningococcal disease (invasive),2014,2,NSW,1
Meningococcal disease (invasive),2014,3,NSW,2
Meningococcal disease (invasive),2014,4,NSW,8
Meningococcal disease (invasive),2014,5,NSW,2
Meningococcal disease (invasive),2014,6,NSW,3
Meningococcal disease (invasive),2014,7,NSW,2
Meningococcal disease (invasive),2014,8,NSW,1
Meningococcal disease (invasive),2014,9,NSW,3
Meningococcal disease (invasive),2014,10,NSW,4
Meningococcal disease (invasive),2014,11,NSW,7
Meningococcal disease (invasive),2014,12,NSW,3
Meningococcal disease (invasive),2015,1,NSW,3
Meningococcal disease (invasive),2015,2,NSW,1
Meningococcal disease (invasive),2015,3,NSW,2
Meningococcal disease (invasive),2015,4,NSW,5
Meningococcal disease (invasive),2015,5,NSW,3
Meningococcal disease (invasive),2015,6,NSW,5
Meningococcal disease (invasive),2015,7,NSW,5
Meningococcal disease (invasive),2015,8,NSW,5
Meningococcal disease (invasive),2015,9,NSW,6
Meningococcal disease (invasive),2015,10,NSW,3
Meningococcal disease (invasive),2015,11,NSW,5
Meningococcal disease (invasive),2015,12,NSW,1
Meningococcal disease (invasive),2016,1,NSW,8
Meningococcal disease (invasive),2016,2,NSW,2
Meningococcal disease (invasive),2016,3,NSW,3
Meningococcal disease (invasive),2016,4,NSW,4
